Abayan me saguli i Tom.,Stay with Tom for a moment.,
Abayan me i Tom kening kwartu.,Stay with Tom in this room.,
"Kabira-bira, migumpisang minuran.","Suddenly, it began to rain.",
Sabyan mu kang Tom papunta ne i Mary.,Tell Tom Mary's on the way.,
Salamat king kekang pamalak.,Thank you for your opinion.,
Salamat king suporta.,Thank you for your support.,
"Salamat king usuk, Tom.","Thanks for the advice, Tom.",
"Salamat king payu, Tom.","Thanks for the advice, Tom.",
Salamat king inspirasyun.,Thanks for the inspiration.,
Salamat king pamikatagun.,Thanks for the opportunity.,
Atyu king kayli ing banyu.,The bathroom's on the left.,
Alus ala yang laman ing tren.,The train was almost empty.,
Ala pa ing pekamarok.,The worst is still to come.,
Ini ing ambisyun ku king bye.,This is my life's ambition.,
Ena mayari ini.,This is never going to end.,
"Bag me ini, ale?","This is your bag, isn't it?",
"Eku kasalanan ini, ale?","This isn't my fault, is it?",
"Eku kasalanan ini, e wari?","This isn't my fault, is it?",
"Emu kasalanan ini, Tom.","This isn't your fault, Tom.",
Taganang makatakut ya ing pelikula.,This movie is really scary.,
Melakwan ya ini king barkun.,This was left on the porch.,
Metung mung minutu ini.,This'll only take a minute.,
Pareu kaming nerbyosung Tom.,Tom and I are both nervous.,
Pareu kaming manerbyus Tom.,Tom and I are both nervous.,
Mikasundu keng Tom.,Tom and I had an agreement.,
Pareu keng munta karing Tom.,Tom and I'll both be there.,
Ena balung Tom ing katutwan.,Tom doesn't know the truth.,
Mekapag-disisyun ne i Tom.,Tom has come to a decision.,
Dapat 2:30 mekauli ne i Tom.,Tom should be home by 2:30.,
Megisan na ing pasensya nang Tom.,Tom's patience has run out.,
Dakal tamu sukat pagmasusian.,We have a lot to celebrate.,
Kaylangan tamu ngeni ing sikanan nang Tom.,We need Tom's strength now.,
i Neng kai magkamali kami.,We sometimes make mistakes.,
Neng kai magkamali tamu.,We sometimes make mistakes.,
Nanung buri mung kanan?,What would you like to eat?,
Ninung e maki buri king bebe dayatmalat?,Who doesn't like the beach?,
Ot eko pareung sumuku?,Why don't you both give up?,
Pane kang magreklamu.,You are always complaining.,
"Ustu ka siguru, Tom.","You're probably right, Tom.",
Sinabi mu na yan kaku.,You've told me that before.,
Dakal ka balu tungkul kanita?,Do you know much about that?,
Eme pabureng miyuranan.,Don't expose it to the rain.,
Agyang kapilan sasabyan na ing tutu kaku.,He always told me the truth.,
Mibagsak ya king pamagsulit bang matanggap.,He failed the entrance exam.,
"Mibagsak ya king ""entrance examination"".",He failed the entrance exam.,
Minta ku king Boston anyang milabasan a bulan.,I came to Boston last month.,
Eku maybug paniwalan.,I could scarcely believe it.,
Ala kung dadalang kwalta.,I don't have any cash on me.,
Mas buri ku ing gatas kesa king katas ning prutas.,I like milk more than juice.,
Tinulak ke i Tom king danum.,I pushed Tom into the water.,
Mako ku keng tutuking Duminggu.,I'm leaving early next week.,
Mas malagu ku kesa keka.,I'm more beautiful than you.,
Dimdam kune ining kanta kanita.,I've heard this song before.,
E maragul a bage ita.,It isn't that big of a deal.,
Balamu ustu ya i Tom.,It looks like Tom was right.,
E maragul a bage ita.,It's not that big of a deal.,
Buren mung yatad daka king kotsi mu.,Let me walk you to your car.,
Pagmaragul daku deng pengari ku.,My parents were proud of me.,
Panupaya mung mitawli ku.,Please excuse my being late.,
Panupaya yung mitawli ku.,Please excuse my being late.,
Panupaya yu pung mitawli ku.,Please excuse my being late.,
Malagu yang babai yan.,That's a good-looking woman.,
Iro ya ampong gintu ing karelang bandera.,Their flag is blue and gold.,
Asul ya ampong gintu ing karelang bandera.,Their flag is blue and gold.,
Kawangis neng Tom i John.,Tom kind of looks like John.,
Leko nong Tom deng headphone na.,Tom took his headphones off.,
Buri nang Tom kayabe ne i Mary.,Tom wished he was with Mary.,
Nanung kakanan nang Tom neng paugtwan?,What does Tom eat for lunch?,
Atin kang payntunan?,Are you looking for somebody?,
Malyari tayang pisabyan ini kaybat?,Can we talk about this later?,
Gawan mu ing agyu mu at eka migaganaka.,Do your best and don't worry.,
Minta naka Mexico?,Have you ever been to Mexico?,
Ikit mu ne ing pasaporti nang Tom?,Have you seen Tom's passport?,
Timpak ne ing bag na king lamesa.,He laid his bag on the table.,
Taganang masalese yang tigtig pianu.,He plays the piano very well.,
Mangibili kang sisilyu king kahun.,He put some coins in the box.,
Mekatapilan naka minta?,How many times have you gone?,
Eku agyung saling kotsi.,I cannot afford to buy a car.,
Eku bisang munta king iskwela.,I don't want to go to school.,
Eku bisang lungub.,I don't want to go to school.,
Dakal ku credit card.,I have a lot of credit cards.,
Kaylangan kung manigaral para king pamagsulit.,I have to study for the exam.,
Ala ku pang apayntun.,I haven't found anything yet.,
Balu kung maulaga keka.,I know it's important to you.,
Patingapun ku king kekami napun.,I was home all day yesterday.,
Eku tatakut kareng maglalage,I'm not frightened of ghosts.,
Mapagal nakung manaya king pila.,I'm tired of waiting in line.,
Susubukan kung makatudtud.,I'm trying to get some sleep.,
Malyari keng andaman ing diksyunaryu mo?,May I borrow your dictionary?,
Parama'nang diksyunaryo?,May I borrow your dictionary?,
Balamu alang manibala.,Nobody seems to be in charge.,
E tana balu nung nanung gawan tamu.,Now we don't know what to do.,
Kulang ya ing metung a amanu.,One language is never enough.,
Atin yang tatalnan a sampaga.,She has a flower in her hand.,
Taganang mal ya ing kotsing yan.,That car is really expensive.,
Makanyan dakung peparagul.,That's just how I was raised.,
Tinagun ya king Boston banwang metung i Tom.,Tom visited Boston last year.,
Buri neng sagipan Tom ing yatu.,Tom wanted to save the world.,
Buri neng iligtas Tom ing yatu.,Tom wanted to save the world.,
Buri nakaming makisabi kekang Tom.,Tom wanted us to talk to you.,
E makiramdam kang Mary i Tom.,Tom wasn't listening to Mary.,
Nanung gewa tamu king metung at metung?,What did we do to each other?,
Atin kang trenta minutus a mitatagan.,You have thirty minutes left.,
Magaral ka bukas.,You'll go to school tomorrow.,
"Salamat. ""Alang nanu naman.""","Thank you. ""You're welcome.""",
E balang kikislap gintu.,All that glitters is not gold.,
Buri mung gawan ine o ali?,Do you want to do this or not?,
Balang lima yang aldong daratang keni.,He comes here every five days.,
Makananu neng alutas Tom ing prublema?,How did Tom solve the problem?,
Pilan ya bulan ing Mars?,How many moons does Mars have?,
Pasalamat ku kareng anak ku.,I am thankful for my children.,
Pasalamat ku kareng ana'ku.,I am thankful for my children.,
Sinali kung libru tungkul kareng animal.,I bought a book about animals.,
Eku pa miras karin.,I had never been there before.,
Atin kung planu kayabe ya i Tom potang bengi.,I have plans with Tom tonight.,
Taganang eku balu ing sabian ku.,I just don't know what to say.,
Kaylangan kung saling lasun dagis.,I need to buy some rat poison.,
King palage ku akalingwan neng Tom ing kayang camera.,I think Tom forgot his camera.,
Bala ku taga Boston ya i Tom.,I thought Tom was from Boston.,
Bala ku tau ya Boston i Tom.,I thought Tom was from Boston.,
Buri rakang kutnan tungkul kang Tom.,I'd like to ask you about Tom.,
"Matwa ku, oneng ekupa makanyan katwa.","I'm old, but I'm not that old.",
Ita ing busal ning pisasabian.,That's the crux of the matter.,
Tinikdo ya ing matwang lalaki king babo talimunduk.,The old man stood on the hill.,
Tinikdo ya ing matwang lalaki king babo bunduk-bundukan.,The old man stood on the hill.,
Ena ikwang Tom ing buri na.,Tom didn't get what he wanted.,
E minta king ospital i Tom.,Tom didn't go to the hospital.,
E lupang doktor i Tom.,Tom didn't look like a doctor.,
E migpalto anyang apunan i Tom.,Tom didn't show up for dinner.,
Balamu e nakatamu daramdaman Tom.,Tom doesn't appear to hear us.,
E mapamangan karni i Tom.,Tom doesn't eat a lot of meat.,
Ene man balung Tom ing lagyu ku.,Tom doesn't even know my name.,
Ala yang tau i Tom.,Tom doesn't have a girlfriend.,
E kaylangang manayang malambat i Tom.,Tom doesn't have long to wait.,
Ena balung Tom a atyu i Mary.,Tom doesn't know Mary is here.,
Ena balung Tom nung nanu ita.,Tom doesn't know what that is.,
Enaku masyadung buring Tom.,Tom doesn't like me very much.,
Balamu e bitasang mapagal i Tom.,Tom doesn't seem tired at all.,
Migmaneu ya i Tom king metung a dalan king disyertu.,Tom drove along a desert road.,
Ayari nong inos Tom deng pinggan.,Tom finished doing the dishes.,
Atin yang tatalnan i Tom.,Tom had something in his hand.,
Atin yang asawa ampong atlung anak i Tom.,Tom has a wife and three kids.,
Dayu ya ing asawa nang Tom.,Tom is married to a foreigner.,
Balu nang Tom a magigisan na ing panaun.,Tom knows time is running out.,
Pota e miratang king ustung oras i Tom.,Tom might not make it in time.,
Meki-kaluguran tana kang Tom.,We have made friends with Tom.,
Meki-kaluguran nakami kang Tom.,We have made friends with Tom.,
Pepabalu mi ing kayang pangawala.,We reported his disappearance.,
Belita mi ing kayang pangawala.,We reported his disappearance.,
Simbung mi ing kayang pangawala.,We reported his disappearance.,
Nanung gewa yu king metung at metung?,What did you do to each other?,
Mipagnanu kayu?,What did you do to each other?,
King palage mu nananu ku?,What do you think I was doing?,
Keraklan nanu kang oras maugtu?,When do you usually eat lunch?,
Nukarin yang grupu ing kaluguran mu?,Which group is your friend in?,
Ot ala yang gagawan i Tom?,Why isn't Tom doing something?,
Gawan mung pasibayu ita?,Are you going to do that again?,
Gawan mung pasibayu yan?,Are you going to do that again?,
Atin lang pamalak deng sabla.,Everyone has their own opinion.,
Makananu kung miras king sumangid?,How do I get to the other side?,
Makananu mung sabyan ita king Italianu?,How do you say that in Italian?,
Eke buri ing binye na kakung Tom.,I didn't like what Tom gave me.,
Ekuna sa sinabi kang Tom ita.,I wish I'd never told Tom that.,
Sana ekuna sinabi kang Tom ita.,I wish I'd never told Tom that.,
Sayang ing panaun ampo ing pera.,It's a waste of time and money.,
Balu na sigurung Maryng buri ke.,Mary probably knows I like her.,
Ala yang kasing-ulaga ing lugud.,Nothing is as precious as love.,
Simbut no ngan deng premyu.,She carried off all the prizes.,
Simbut no ngan deng galal.,She carried off all the prizes.,
Dakal ya imalan.,She has quite a lot of clothes.,
Mabilis yang menik king eran.,She quickly went up the stairs.,
Mibalik ya kilub ning metung a oras.,She will return within an hour.,
Pakit mu kaku ing agyu mung daptan.,Show me what you're capable of.,
Ala ya ang inamin.,So far he has admitted nothing.,
Mesira ya ing lakanbalen uling king silab.,The city was destroyed by fire.,
Mesira ya ing syudad uling king silab.,The city was destroyed by fire.,
Atin yang bageng gawa king balat ing tindahan.,The shop carried leather goods.,
Ini ing malyari.,This is what's going to happen.,
Ini ing marapat.,This is what's going to happen.,
Taganang matenakan ya i Tom.,Tom certainly is knowledgeable.,
E maybug manigaral i Tom.,Tom doesn't feel like studying.,
Mesipit ya i Tom king trapik.,Tom got stuck in a traffic jam.,
Mas matas yang bagya kesa kaku i Tom.,Tom is a little taller than me.,
Magmaneu ya papunta king ospital i Tom.,Tom is driving to the hospital.,
Megobra ya i Tom anggang malalam ing bengi.,Tom worked until late at night.,
Nanung milyari kareng pengari nang Tom?,What happened to Tom's parents?,
"Karatang na, menyangkap kung kape.","When he arrived, I made coffee.",
Ot linwal ka king Twitter?,Why did you quit using Twitter?,
Ika ing pekamatas a tau keni.,You're the tallest person here.,
Panintunan ning bingut ing gatas ning ima na.,A baby craves its mother's milk.,
Abalitan mu na ing tungkul kang Tom ampo kang Mary?,Did you hear about Tom and Mary?,
Eme ikit i Tom king party?,Didn't you see Tom at the party?,
Eme ikit i Tom king sulu-sulu?,Didn't you see Tom at the party?,
Emu pabureng isinup ne ining letratu.,Don't let him keep this picture.,
Emo buring akit deng anak mo?,Don't you want to see your kids?,
Atin lang pamalak deng sabla.,Everybody has their own opinion.,
Kokomustan na ing kekang pamikakatan.,He was asking about your health.,
Kokomustan na ing kekang kabulasan.,He was asking about your health.,
Eku balu nung atin kung oras.,I don't know if I have the time.,
Tabalu nung atin kung oras.,I don't know if I have the time.,
Bisa kung saling metung a dusenang donat.,I want to buy a dozen doughnuts.,
Eku pabureng ating malyaring marok.,I won't let anything bad happen.,
Puntalan daka kilub ning apulung minutu.,I'll be with you in ten minutes.,
Sinayad ku. Matudtud naku.,I'm exhausted. I'm going to bed.,
"Panupaya yu, mitawli ku. Eku gad migising.",I'm sorry I'm late. I overslept.,
Siguradu kung pansamantala mu ini.,I'm sure this is only temporary.,
E marapat kang Tom ita.,It's not going to happen to Tom.,
E malyari kang Tom ita.,It's not going to happen to Tom.,
Migkulung ya king kwartu na.,She shut herself up in her room.,
Keraklan keni lang kwartu matudud.,They usually sleep in this room.,
Kaylangan yang larinan ining trak.,This truck is in need of repair.,
Ena apigil Tom ing kayang mwa.,Tom couldn't suppress his anger.,
Enaku penyaling Tom king kaylangan ku.,Tom didn't buy me what I needed.,
Nanu lang klasing kwat?,What kind of mushrooms are they?,
Ot emu ne mu pabureng sumaup i Tom?,Why don't you just let Tom help?,
"Atatandanan ye ngan i Tom, e wari?","You all remember Tom, don't you?",
Ala kang bitasang balu kaku.,You don't know a thing about me.,
Mabunduk yang bangsa ing Armenia.,Armenia is a mountainous country.,
Mas matwa yang atlung banwa kesa kaku.,He's three years older than I am.,
Eku mekatudtud masalese nabengi.,I couldn't sleep well last night.,
Atin kung bayung paris a medyas.,I have a brand new pair of socks.,
Balaku salwan neng Tom ing kotsing yan.,I thought Tom would buy that car.,
Buri ku patdan me ing radyu.,I want you to turn off the radio.,
Bisa kung saling aspirin.,I would like to buy some aspirin.,
Param ku keka ing perang buri mu.,I'll loan you the money you want.,
Paraman daka ketang perang buri mu.,I'll loan you the money you want.,
Bala nang Mary malsinta ku kaya.,Mary thinks I'm in love with her.,
Panamdaman nong gagalgal deng tud na.,She could feel her knees shaking.,
Tatakut yang lumipat king dalan.,She was scared to cross the road.,
Mas masanting ing atin kesa king ala.,Something is better than nothing.,
Lima lang pulu deng kayanib king aguman.,There are 50 members in the club.,
Alus e mangutang tungkul kanita i Tom.,Tom almost never asks about that.,
Ene pa ikit Tom makanyan kasaya i Mary.,Tom had never seen Mary so happy.,
Linundag ya i Tom palwal king helicopter.,Tom jumped out of the helicopter.,
Pepabye ne kakung Tom kang Mary ini.,Tom told me to give this to Mary.,
Penaya neng mibalik Tom i Mary.,Tom waited for Mary to come back.,
Menaya ya king arap ning bale i Tom.,Tom waited in front of the house.,
Minta ya king suluk i Tom at kinyak ya.,Tom went into a corner and cried.,
Ot inaus muku keni?,What did you call me in here for?,
Mas masanting ka katawan kesa kaku.,You're in better shape than I am.,
Alus ikami ngan byasang magsalitang Pranses.,Almost all of us can speak French.,
Atyu la king kekayu deng pengari mo?,Are your parents going to be home?,
King palage mu ligtas gawan ita?,Do you think it's safe to do that?,
E ya mekigalame kaku.,He refused to shake hands with me.,
Makananu ka nung ala kang obra?,How will you manage without a job?,
Eku balung makatuknang ya king Boston i Tom.,I didn't know Tom lived in Boston.,
Ala kung kabalu-balu tungkul kaniti.,I didn't know anything about this.,
King palage ku gewa nang Tom ing agyu na.,I think Tom did the best he could.,
Payntunan ku ing pangamestru.,I'm going to miss being a teacher.,
Payntunan ku ing pangamestra.,I'm going to miss being a teacher.,
Payntunan ku ing pangatalaturu.,I'm going to miss being a teacher.,
Inaus naku ning bos ku king kayang upisina.,My boss called me into his office.,
Apakan no kaya deng gule na.,She got him to eat his vegetables.,
Buri neng pakaban ning syudad ing dalan.,The city wants to extend the road.,
Buri neng pakaban ning lakanbalen ing dalan.,The city wants to extend the road.,
Buri neng pakaban ning ciudad ing dalan.,The city wants to extend the road.,
Keni ya pekamalapad ing ilug.,The river is widest at this point.,
Pota makasara ne ing tindahan.,The store might be closed already.,
Ala kung akarapat kanita.,There's nothing I can do about it.,
Metung la pang aldong miyabe-abe.,They stayed one more day together.,
Matibe ya pundasyun ing baleng ini.,This house has a solid foundation.,
Binwat neng Tom i Maria kareng pago na.,Tom carried Mary on his shoulders.,
Atin yang buring sabian i Tom.,Tom has something he wants to say.,
Kinera neng Tom ing raketa king gabun.,Tom laid the racket on the ground.,
Manuknangan ya king marangle king California.,Tom lives on a farm in California.,
Dapat pepasaup ya i Tom kang Mary.,Tom should've asked Mary for help.,
Dela nang Tom ing eganagana king upisina na.,Tom took everything to his office.,
Dela nang Tom ing sabla king upisina na.,Tom took everything to his office.,
Alas singku keng miras king istasyun.,We arrived at the station at five.,
"Neng miminum ya i Tom, deng eganagana miminum la.","When Tom drinks, everybody drinks.",
Bisa kang inuman?,Would you like something to drink?,
Bisa kang minom?,Would you like something to drink?,
Atin kang buring inuman?,Would you like something to drink?,
Siguradu kang makasadya ka kanine?,Are you sure you're ready for this?,
Siguradu kang makasadya ka kanite?,Are you sure you're ready for this?,
Pakilako mu ining basura keni.,Can you get this trash out of here?,
Pakisalangyan mu ne mo ing radyo?,Could you please turn the radio on?,
Atin kang problema kanita?,Do you have any problems with that?,
Dininan danakang palayo?,Have they given you a nickname yet?,
Makananu mung babalakang bayaran ita?,How do you plan on paying for that?,
Pilan la reng malapit mung kaluguran?,How many close friends do you have?,
Makapagsalita kung dakal a amanu ning Africa.,I can speak many African languages.,
King palage ku ene pa ikit Tom i Mary.,I don't think Tom has met Mary yet.,
Eraka dapat dela keni.,I never should've brought you here.,
Magaling ya kanung maglutu.,It is said that she is a good cook.,
Misan ya paruminggung manalbeng sine.,She goes to the movies once a week.,
Makakawa lang danum deng aliwang klasing pamangan.,Some kinds of food make us thirsty.,
Sisiran dong ane deng bale.,Termites are destroying the houses.,
Buri rang abalu nung nanung malilyari.,They want to know what's happening.,
Ene bisang kumabye i Tom.,Tom didn't want to live any longer.,
Kinangwa yang kwalta kang tata na i Tom.,Tom got some money from his father.,
Sinopan neng Tom tumakas king sukulan i Mary.,Tom helped Mary escape from prison.,
Magsadya yang magobra i Tom.,Tom is getting ready to go to work.,
E bitasang punta kareng lugal a anti kanita i Tom.,Tom never goes to places like that.,
Minta ya king Boston i TOm atlu nang banwa ing milabas.,Tom went to Boston three years ago.,
E makanyan kalagwang kumbinsyan i Tom,Tom won't be that easy to convince.,
Eta malyaring magkanwaring e milyari ita.,We can't pretend it never happened.,
Mika pamagsulit tamu king Pranses keng Lunis.,We'll have a French test on Monday.,
Maki masabal kami king payntungulan nang Tom.,We're concerned about Tom's future.,
Migaganaka kami king payntungulan nang Tom.,We're concerned about Tom's future.,
Ot pipiling ka?,What are you shaking your head for?,
Ot eka bisang tuki kekami?,Why don't you want to come with us?,
Sabian mu kekami ing eganagana.,You're going to tell us everything.,
Ika ing migdala kaku keni.,You're the one who brought me here.,
Apanintun meng kwartu ing kapatad kung babai?,Could you find a room for my sister?,
Pepaula naka?,Have you ever had your fortune told?,
Pepakit na kaku nung makananu yang gamitan ining kamera.,He showed me how to use this camera.,
Aliwa neng tau ketang kakilala ku.,He's not the same man he used to be.,
Mete ya ing asawa na king aksidenti.,His wife was killed in the accident.,
King palage ku balu mu ing kaylangan tang gawan.,I think you know what we have to do.,
Patingapun kung atyu king pagkeran napun.,I was in bed all day long yesterday.,
"Nung taganang mabye ya i Tom, nukarin ya?","If Tom is really alive, where is he?",
Yan mu ing sabian mu kako?,Is that all you're going to tell me?,
Bukas taya pisabyan ing prublemang ita.,Let's discuss that problem tomorrow.,
Pepagaral ne ning ingkung na.,She was educated by her grandfather.,
Siryosuan mong bagya deng bage.,Take things a little more seriously.,
Atyu mu king arap ku ing pakibat.,The answer was right in front of me.,
Tuki-tuki lang sinulagpo deng jet.,The jets took off one after another.,
Linawe miya ing masanting a dayatmalat.,We looked down at the beautiful sea.,
Tinikul ya king dalan ing metung a matwang babai.,An old woman limped along the street.,
Eka migaganaka. E lumbat ini.,Don't worry. It won't take very long.,
Eka migaganaka.Ena marapat pasibayu ini.,Don't worry. This won't happen again.,
Makatatlu karakal ing panakita'na kesa kaku.,He earns three times as much as I do.,
Eku agawa ini nune king saup mu.,I couldn't do this without your help.,
Eku bisang luntong ipokritu.,I didn't want to appear hypocritical.,
Buri ku tambing kang magumpisa.,I want you to get started right away.,
"Nung manintun kang obra, awsan muku.","If you're looking for a job, call me.",
Ing pamangaylangan ing indu pamaglalang.,Necessity is the mother of invention.,
Sabyan ku kang Tom a eka malyare?,Should I tell Tom you're unavailable?,
Sabian mung pasibayu kaku nung ninung sumaup kekatamu.,Tell me again who will be helping us.,
Alang sampagang tutubu king Mars.,There are no flowers growing on Mars.,
Minta ya king bale ku i Tom nabengi.,Tom came over to my house last night.,
Ena balung Tom ot ala yu keni i Mary.,Tom doesn't know why Mary isn't here.,
Atyu la king lande deng marinat nang imalang Tom.,Tom's dirty clothes are on the floor.,
Keng makadwa kami mako.,We're leaving the day after tomorrow.,
Keng makadwa tamu mako.,We're leaving the day after tomorrow.,
Nanung sinabi nang Tom ketang milyari?,What did Tom say about what happened?,
Kaylangan isumbung mu ini king pulis.,You should report this to the police.,
Lupa yang taganang maulaga ing rilo mu.,Your watch seems to be very valuable.,
Lupa yang asnang kamal ing rilo mu.,Your watch seems to be very valuable.,
Atin kang aisip a taung mas bage?,Can you think of anyone more suitable?,
Atin kang balwat king kekang kahun kasangkapan?,Do you have a crowbar in your toolbox?,
Ating maki prublema kanite?,Does anybody have a problem with this?,
Balamu ditak la pamung tau deng mekapamasa na king libru.,Few people seem to have read the book.,
Pilan lang tau deng makasake king bapor?,How many people are on board the ship?,
Mapagal nakung mabibyeng anti kanini.,I'm tired of living this kind of life.,
Memulayi la reng anak papunta king clasi.,The children ran toward the classroom.,
Memulayi la reng anak papunta king classroom.,The children ran toward the classroom.,
"Ena taganang sasaryan Tom ita, ale?","Tom doesn't really mean that, does he?",
Malyaring atyu karin i Tom. Eku balu.,Tom may have been there. I don't know.,
Miglwal yang pera i Tom king kahun lamesa.,Tom took some money out of the drawer.,
"King palage mu, nukarin ngan miraras ing pera?",Where do you think all the money goes?,
"King palage mu, nukarin ngan miraras ing cualta?",Where do you think all the money goes?,
"Sanung buri mu, kape o tsa?","Which would you prefer, coffee or tea?",
"Ing balu ku, talasawa ya pa i Tom.","As far as I know, Tom is still married.",
Atin nakang ikit metung man karene?,Have you ever seen one of these before?,
Ala kung kabalu-bala nung nung nukarin na selikut Tom ing pera.,I have no idea where Tom hid the money.,
Kaylangan kung muli bayu dalumdum.,I have to get home before it gets dark.,
Sinabi ku ngan kang Tom ing aisip ku.,I told Tom everything I could think of.,
Maulagang tuparan mu ing kekang sinabi.,It is very important to keep your word.,
Siguru masanting a ala yu keni i Tom.,Maybe it's a good thing Tom isn't here.,
Salamat king pamanagkat kaku king party.,Thank you for inviting me to the party.,
Inabayan de reng pengari na ing anak a lalaki.,The boy was accompanied by his parents.,
Masaya ya ing mabilug a bangsa king balita.,The entire nation was glad at the news.,
Deni deng sapatus ku at deta deng keka.,These are my shoes and those are yours.,
I Tom namu ampo yaku ing atyu pa keni.,Tom and I are the only ones still here.,
Mipag-tennis keng Tom kanita.,Tom and I used to play tennis together.,
Tutuki yang mamadwas i Tom kang tata na kanita.,Tom used to go fishing with his father.,
Ena gawang Tom ing pepagawa ku kaya.,Tom wouldn't do what I asked him to do.,
Magtaka kami nung nukarin ka ibat.,We've been wondering where you've been.,
Mekeni. Atin kung buring pakit keka.,Come here. I want to show you something.,
King palage mu byasa yang munta karin i Tom?,Do you think Tom knows how to get there?,
Seli ke ining libru king Boston anyang milabasan a bulan.,I bought this book in Boston last month.,
Eku balung ibat ka naman Boston.,"I didn't know you were from Boston, too.",
Atlu kung banwang menuknangan king Boston.,I lived in Boston for about three years.,
Dinatang ya i Tom at dininan neng sobri i Mary.,Tom came in and handed Mary an envelope.,
Malambat neng e susulat kaku i Tom.,Tom hasn't written to me in a long time.,
Linikas neng Tom king Pranses ing kontrata.,Tom translated the contract into French.,
Manakit la king madalumdum deng pusa.,Cats have the ability to see in the dark.,
Balu mung atin yang aliwang pakikitan i Tom?,Did you know Tom was seeing someone else?,
Pepamunikala nang magumpisa keng tambing.,He proposed that we should start at once.,
Pepamunikala nang magumpisa tamung tambing.,He proposed that we should start at once.,
Pepawaga nang magumpisa keng tambing.,He proposed that we should start at once.,
Pepawaga nang magumpisa tamung tambing.,He proposed that we should start at once.,
Eku atatandanan nung nu ko binili deng susi ning kotsi ku.,I don't remember where I put my car keys.,
Buri ku mung abalu mung ligtas ya i Tom.,I just want you to know that Tom is safe.,
Sabian ku kaya king ustung panaun.,I will tell it to him at the proper time.,
I Tom ing sinabi kaku king milyari.,It was Tom who told me what had happened.,
Paki-isplika mo kaku deng patakaran ning soccer.,Please explain the rules of soccer to me.,
"Masikan yang memakbung ing ""time bomb"".",The time bomb exploded with a loud noise.,
Ditak la reng anak king kwartu.,There were few children in the classroom.,
Apisamut-samut mo reng miyayaliwang pamangan king blender.,You can mix different foods in a blender.,
"Sinabi mu na kang Tom ing tutu, e wari?","You have told Tom the truth, haven't you?",
Ala yang gagawan nune manalbeng TV patingapun.,He does nothing but watch TV all day long.,
Meyari ya king matas a pipagaralan ngening kasibul.,He graduated from high school this spring.,
Eke man balu ing pilidu nang Tom.,I don't even know what Tom's last name is.,
Eku buri ing samantalanan daku.,I don't want them to take advantage of me.,
Eku bisang pasamantala karela.,I don't want them to take advantage of me.,
Mag-exercise ku uling bisa kung manatiling masanting katawan.,I exercise because I want to stay healthy.,
Mag-exercise ku uling bisa kung manatiling masanting mabulas.,I exercise because I want to stay healthy.,
Paraman daka nung makananu karakal a pera ing buri mu.,I will lend you as much money as you want.,
E kaylangang tumagun king pulung ngeni i Tom.,Tom doesn't have to be at today's meeting.,
Gisan neng Tom ing kape na at meko ya bang magobra.,Tom finished his coffee and left for work.,
Bala nang Tom atyu ku Boston anyang milabasan a Duminggu.,Tom thinks that I was in Boston last week.,
Pane keng mamyalung tennis neng Sabadung abak.,We always play tennis on Saturday morning.,
Pilan kaming oras mipamakibat tungkul king isulat.,We disputed for hours about what to write.,
Maygit nakeng atlung pulung banwang miyasawa.,We've been married more than thirty years.,
Nanung malyaring misnang kagrabi?,What's going to happen that's so terrible?,
Eka manakit asung mas maragul kesa kaniti.,You won't find a dog bigger than this one.,
King palage mu bage kaku ing ating bigote?,Do you think I'd look good with a mustache?,
Merakap ya uling penako na ing pera.,He was arrested because he stole the money.,
Datang ya keng gatpanapun ning a-singku.,He will arrive on the afternoon of the 5th.,
Eku balung e makaintinding Pranses i Tom.,I didn't know Tom didn't understand French.,
Kaylangan kung abalu nung kapilan ya magbalak mako i Tom.,I have to find out when Tom plans to leave.,
Balamu e interesadu kanyan i Tom.,It looks like Tom isn't interested in that.,
E re pa ikit deng pengari ku ing tau ku.,My parents still haven't met my girlfriend.,
Mikawani ya i Tom ampo i Mary kaybat nang mete ning anak dang lalaki.,Tom and Mary split up after their son died.,
I Tom mu kabud ing taung makasaup kaku ngeni.,Tom is the only person who can help me now.,
Ginamit kaming mapa king byahi mi.,We made use of the maps during our journey.,
Sabyan tamu kang Tom ing eganaganang kaylangan nang abalu.,We'll tell Tom everything he needs to know.,
Numanu tamu keng tutuki tang bakasyun?,What should we do during our next vacation?,
Bisa ka pang patatas?,Would you like another helping of potatoes?,
Makapagparla kang karagdagagan impormasyun king e-mail?,Could you send me more information by email?,
"Tawli yang dinatang, anti ing maralas nang gagawan.","He came late, as is often the case with him.",
Eku bisang magobra nung makanyan ing kabilyan.,I don't want to work under these conditions.,
Sabi ku karela ala lang kaylangang gawan.,I told them they didn't have to do anything.,
Palako naku anyang tigtig ya ing timbre.,I was about to leave when the doorbell rang.,
Alus kasindagul ne ning Grecia ing Estado ning New York.,New York State is almost as large as Greece.,
"Kwanan me ing pekaburi mu, anggyang sanu.","Take the one you like best, whichever it is.",
Deta deng anak a dininan mung libru.,Those are the children you gave the book to.,
Nanung kakanan nang Tom neng minindal?,What does Tom eat for a mid-afternoon snack?,
Pilan la pang bilungan deng basan mu pa?,How many more pages do you have left to read?,
Palage ku e masyadung makabaldugan kang Tom ing regalu ku.,I don't think my gift meant very much to Tom.,
